{'order_id': 'o_33163', 'customer_id': 'u_6863634677', 'product_id': '1666344', 'product_price': 19.16, 'create_time': '2023-11-17 02:33:59'}
{'order_id': 'o_67858', 'customer_id': 'u_4008468216', 'product_id': '1308310', 'product_price': 17.59, 'create_time': '2023-10-27 02:22:00'}
{'order_id': 'o_23022', 'customer_id': 'u_4008468216', 'product_id': '1554184', 'product_price': 7.65, 'create_time': '2023-09-14 12:41:36'}
{'order_id': 'o_22272', 'customer_id': 'u_4008468216', 'product_id': '1717691', 'product_price': 27.99, 'create_time': '2023-10-28 05:14:17'}
{'order_id': 'o_59439', 'customer_id': 'u_4008468216', 'product_id': '1647617', 'product_price': 11.49, 'create_time': '2023-12-25 20:45:18'}
{'order_id': 'o_84217', 'customer_id': 'u_4008468216', 'product_id': '1189155', 'product_price': 5.03, 'create_time': '2023-05-24 02:40:32'}
{'order_id': 'o_92363', 'customer_id': 'u_4008468216', 'product_id': '1609602', 'product_price': 42.18, 'create_time': '2023-08-13 12:12:29'}
{'order_id': 'o_99164', 'customer_id': 'u_4008468216', 'product_id': '1445137', 'product_price': 11.74, 'create_time': '2023-12-11 09:21:25'}
{'order_id': 'o_62803', 'customer_id': 'u_4008468216', 'product_id': '1420304', 'product_price': 43.99, 'create_time': '2023-06-06 09:53:35'}
{'order_id': 'o_40493', 'customer_id': 'u_4008468216', 'product_id': '1710428', 'product_price': 23.99, 'create_time': '2023-06-01 00:58:28'}
{'order_id': 'o_48317', 'customer_id': 'u_4008468216', 'product_id': '1686026', 'product_price': 4.99, 'create_time': '2023-10-21 17:37:20'}
{'order_id': 'o_64214', 'customer_id': 'u_4008468216', 'product_id': '1272974', 'product_price': 7.99, 'create_time': '2023-01-25 17:52:05'}
{'order_id': 'o_44643', 'customer_id': 'u_4008468216', 'product_id': '1210123', 'product_price': 38.33, 'create_time': '2023-05-24 01:27:02'}
{'order_id': 'o_80835', 'customer_id': 'u_4008468216', 'product_id': '1667735', 'product_price': 22.04, 'create_time': '2023-02-18 23:39:55'}
{'order_id': 'o_73364', 'customer_id': 'u_4008468216', 'product_id': '1715257', 'product_price': 11.99, 'create_time': '2023-05-21 05:03:53'}
{'order_id': 'o_63729', 'customer_id': 'u_4008468216', 'product_id': '1058782', 'product_price': 25.01, 'create_time': '2023-08-09 03:28:30'}
{'order_id': 'o_20680', 'customer_id': 'u_4008468216', 'product_id': '1696957', 'product_price': 7.99, 'create_time': '2023-11-26 06:47:45'}
{'order_id': 'o_35543', 'customer_id': 'u_4008468216', 'product_id': '1706706', 'product_price': 19.99, 'create_time': '2023-03-13 10:56:49'}
{'order_id': 'o_99686', 'customer_id': 'u_4008468216', 'product_id': '1244823', 'product_price': 49.33, 'create_time': '2023-10-20 15:23:48'}
{'order_id': 'o_57578', 'customer_id': 'u_4008468216', 'product_id': '1066484', 'product_price': 15.44, 'create_time': '2023-06-06 10:49:57'}
{'order_id': 'o_38608', 'customer_id': 'u_4008468216', 'product_id': '1325838', 'product_price': 19.05, 'create_time': '2023-11-29 20:09:44'}
{'order_id': 'o_83279', 'customer_id': 'u_4008468216', 'product_id': '1245233', 'product_price': 11.49, 'create_time': '2023-10-29 20:09:06'}
{'order_id': 'o_18157', 'customer_id': 'u_4008468216', 'product_id': '1681384', 'product_price': 24.99, 'create_time': '2023-12-30 22:37:16'}
{'order_id': 'o_44686', 'customer_id': 'u_4008468216', 'product_id': '1660072', 'product_price': 28.59, 'create_time': '2023-11-08 23:44:19'}
{'order_id': 'o_26861', 'customer_id': 'u_4008468216', 'product_id': '1458986', 'product_price': 15.11, 'create_time': '2023-01-04 06:42:54'}
{'order_id': 'o_28590', 'customer_id': 'u_4008468216', 'product_id': '1331835', 'product_price': 49.04, 'create_time': '2023-02-10 12:56:30'}
{'order_id': 'o_15729', 'customer_id': 'u_4008468216', 'product_id': '1352225', 'product_price': 74.42, 'create_time': '2023-12-06 22:52:42'}
{'order_id': 'o_40312', 'customer_id': 'u_4008468216', 'product_id': '1142485', 'product_price': 12.68, 'create_time': '2023-09-23 01:59:54'}
{'order_id': 'o_70370', 'customer_id': 'u_4008468216', 'product_id': '1321892', 'product_price': 48.59, 'create_time': '2023-08-05 14:27:45'}
{'order_id': 'o_99902', 'customer_id': 'u_4008468216', 'product_id': '1680618', 'product_price': 15.99, 'create_time': '2023-01-21 05:19:31'}
{'order_id': 'o_80402', 'customer_id': 'u_4008468216', 'product_id': '1249205', 'product_price': 18.59, 'create_time': '2023-10-12 03:55:33'}
{'order_id': 'o_23109', 'customer_id': 'u_4008468216', 'product_id': '1153055', 'product_price': 9.28, 'create_time': '2023-11-04 11:31:37'}
{'order_id': 'o_26963', 'customer_id': 'u_4008468216', 'product_id': '1191787', 'product_price': 29.39, 'create_time': '2023-01-29 15:43:50'}
{'order_id': 'o_10142', 'customer_id': 'u_4008468216', 'product_id': '1708747', 'product_price': 23.99, 'create_time': '2023-03-30 00:10:48'}
{'order_id': 'o_18029', 'customer_id': 'u_4008468216', 'product_id': '986022', 'product_price': 11.19, 'create_time': '2023-10-18 21:09:21'}
{'order_id': 'o_36266', 'customer_id': 'u_4008468216', 'product_id': '1260041', 'product_price': 14.3, 'create_time': '2023-05-27 15:29:45'}
{'order_id': 'o_21580', 'customer_id': 'u_4008468216', 'product_id': '1406961', 'product_price': 13.34, 'create_time': '2023-03-23 06:07:56'}
{'order_id': 'o_42017', 'customer_id': 'u_4008468216', 'product_id': '1104034', 'product_price': 11.89, 'create_time': '2023-06-07 11:16:39'}
{'order_id': 'o_59515', 'customer_id': 'u_4008468216', 'product_id': '1236810', 'product_price': 23.77, 'create_time': '2023-01-21 20:48:19'}
{'order_id': 'o_65002', 'customer_id': 'u_4008468216', 'product_id': '1407560', 'product_price': 4.65, 'create_time': '2023-08-23 15:35:41'}
{'order_id': 'o_16497', 'customer_id': 'u_4008468216', 'product_id': '1664144', 'product_price': 27.99, 'create_time': '2023-04-09 11:18:25'}
{'order_id': 'o_83973', 'customer_id': 'u_4008468216', 'product_id': '1530562', 'product_price': 21.27, 'create_time': '2023-02-18 04:30:38'}
{'order_id': 'o_13225', 'customer_id': 'u_4008468216', 'product_id': '1451998', 'product_price': 18.78, 'create_time': '2023-08-15 01:03:01'}
{'order_id': 'o_40848', 'customer_id': 'u_4008468216', 'product_id': '1567810', 'product_price': 5.99, 'create_time': '2023-06-06 18:12:04'}
{'order_id': 'o_76494', 'customer_id': 'u_4008468216', 'product_id': '1559926', 'product_price': 20.2, 'create_time': '2023-06-14 08:48:18'}
{'order_id': 'o_65137', 'customer_id': 'u_4008468216', 'product_id': '1352256', 'product_price': 129.53, 'create_time': '2023-08-29 15:17:06'}
{'order_id': 'o_59074', 'customer_id': 'u_4008468216', 'product_id': '1259422', 'product_price': 32.54, 'create_time': '2023-08-03 02:29:26'}
{'order_id': 'o_38512', 'customer_id': 'u_4008468216', 'product_id': '1249354', 'product_price': 11.87, 'create_time': '2023-11-24 04:30:03'}
{'order_id': 'o_69559', 'customer_id': 'u_4008468216', 'product_id': '1384172', 'product_price': 19.21, 'create_time': '2023-09-11 05:30:31'}
{'order_id': 'o_84711', 'customer_id': 'u_4008468216', 'product_id': '1531175', 'product_price': 17.97, 'create_time': '2023-08-03 20:30:00'}
{'order_id': 'o_78864', 'customer_id': 'u_4008468216', 'product_id': '1377446', 'product_price': 10.34, 'create_time': '2023-09-14 10:55:19'}
{'order_id': 'o_46806', 'customer_id': 'u_4008468216', 'product_id': '1433516', 'product_price': 56.54, 'create_time': '2023-12-28 14:35:47'}
{'order_id': 'o_43411', 'customer_id': 'u_4008468216', 'product_id': '1580863', 'product_price': 9.99, 'create_time': '2023-02-11 17:10:19'}
{'order_id': 'o_23767', 'customer_id': 'u_4008468216', 'product_id': '1233804', 'product_price': 14.63, 'create_time': '2023-01-12 21:13:46'}
{'order_id': 'o_58183', 'customer_id': 'u_4008468216', 'product_id': '1534283', 'product_price': 19.19, 'create_time': '2023-02-10 02:25:13'}
{'order_id': 'o_38204', 'customer_id': 'u_4008468216', 'product_id': '1539602', 'product_price': 16.79, 'create_time': '2023-01-31 16:34:39'}
{'order_id': 'o_23705', 'customer_id': 'u_4008468216', 'product_id': '1271463', 'product_price': 50.59, 'create_time': '2023-06-03 16:28:02'}
{'order_id': 'o_60083', 'customer_id': 'u_4008468216', 'product_id': '1156083', 'product_price': 20.15, 'create_time': '2023-12-16 09:59:54'}
{'order_id': 'o_32598', 'customer_id': 'u_4008468216', 'product_id': '1627513', 'product_price': 25.59, 'create_time': '2023-01-29 15:12:53'}
{'order_id': 'o_28585', 'customer_id': 'u_4008468216', 'product_id': '1460618', 'product_price': 27.49, 'create_time': '2023-04-15 04:33:02'}
{'order_id': 'o_35230', 'customer_id': 'u_4008468216', 'product_id': '1377854', 'product_price': 21.99, 'create_time': '2023-08-25 14:53:22'}
{'order_id': 'o_50694', 'customer_id': 'u_4008468216', 'product_id': '1265837', 'product_price': 23.99, 'create_time': '2023-10-20 05:05:35'}
{'order_id': 'o_65351', 'customer_id': 'u_4008468216', 'product_id': '1455760', 'product_price': 15.05, 'create_time': '2023-12-22 18:53:06'}
{'order_id': 'o_24658', 'customer_id': 'u_4008468216', 'product_id': '1675340', 'product_price': 4.99, 'create_time': '2023-04-03 02:37:49'}
{'order_id': 'o_86776', 'customer_id': 'u_4008468216', 'product_id': '1565977', 'product_price': 40.89, 'create_time': '2023-07-25 15:50:43'}
{'order_id': 'o_81964', 'customer_id': 'u_4008468216', 'product_id': '1579288', 'product_price': 14.39, 'create_time': '2023-06-23 20:59:36'}
{'order_id': 'o_99122', 'customer_id': 'u_4008468216', 'product_id': '1504277', 'product_price': 17.99, 'create_time': '2023-09-09 10:38:19'}
{'order_id': 'o_45328', 'customer_id': 'u_4008468216', 'product_id': '1259328', 'product_price': 26.58, 'create_time': '2023-02-01 23:11:01'}
{'order_id': 'o_80264', 'customer_id': 'u_4008468216', 'product_id': '1321379', 'product_price': 10.8, 'create_time': '2023-11-14 10:10:31'}
{'order_id': 'o_30548', 'customer_id': 'u_4008468216', 'product_id': '1716053', 'product_price': 34.71, 'create_time': '2023-03-08 06:53:21'}
{'order_id': 'o_45099', 'customer_id': 'u_4008468216', 'product_id': '1126151', 'product_price': 34.8, 'create_time': '2023-06-02 08:07:43'}
{'order_id': 'o_72552', 'customer_id': 'u_4008468216', 'product_id': '1302966', 'product_price': 38.75, 'create_time': '2023-02-02 05:06:44'}
{'order_id': 'o_91817', 'customer_id': 'u_4008468216', 'product_id': '1693029', 'product_price': 19.99, 'create_time': '2023-05-25 11:42:49'}
{'order_id': 'o_69492', 'customer_id': 'u_4008468216', 'product_id': '1298838', 'product_price': 19.5, 'create_time': '2023-06-08 05:28:26'}
{'order_id': 'o_29268', 'customer_id': 'u_4008468216', 'product_id': '1553020', 'product_price': 16.16, 'create_time': '2023-12-28 08:30:55'}
{'order_id': 'o_84464', 'customer_id': 'u_4008468216', 'product_id': '1255991', 'product_price': 14.61, 'create_time': '2023-05-11 17:41:39'}
{'order_id': 'o_29996', 'customer_id': 'u_4008468216', 'product_id': '1709957', 'product_price': 5.4, 'create_time': '2023-09-27 05:37:53'}
{'order_id': 'o_65842', 'customer_id': 'u_4008468216', 'product_id': '1709835', 'product_price': 18.99, 'create_time': '2023-06-01 08:25:06'}
{'order_id': 'o_74453', 'customer_id': 'u_4008468216', 'product_id': '1557954', 'product_price': 69.99, 'create_time': '2023-12-25 22:48:42'}
{'order_id': 'o_44421', 'customer_id': 'u_4008468216', 'product_id': '1433337', 'product_price': 21.61, 'create_time': '2023-10-23 22:18:13'}
{'order_id': 'o_79493', 'customer_id': 'u_4008468216', 'product_id': '1656121', 'product_price': 21.99, 'create_time': '2023-05-23 06:05:39'}
{'order_id': 'o_21520', 'customer_id': 'u_4008468216', 'product_id': '939715', 'product_price': 7.99, 'create_time': '2023-12-27 02:58:41'}
{'order_id': 'o_93359', 'customer_id': 'u_4008468216', 'product_id': '1272158', 'product_price': 28.87, 'create_time': '2023-03-09 05:38:40'}
{'order_id': 'o_94270', 'customer_id': 'u_4008468216', 'product_id': '1144758', 'product_price': 3.46, 'create_time': '2023-08-12 04:47:20'}
{'order_id': 'o_65324', 'customer_id': 'u_4008468216', 'product_id': '1582291', 'product_price': 26.39, 'create_time': '2023-08-03 03:59:11'}
{'order_id': 'o_26976', 'customer_id': 'u_4008468216', 'product_id': '1353443', 'product_price': 6.67, 'create_time': '2023-11-22 11:01:00'}
{'order_id': 'o_96526', 'customer_id': 'u_4008468216', 'product_id': '1134301', 'product_price': 12.87, 'create_time': '2023-03-30 01:27:00'}
{'order_id': 'o_59135', 'customer_id': 'u_4008468216', 'product_id': '1341943', 'product_price': 31.99, 'create_time': '2023-10-08 20:36:45'}
{'order_id': 'o_37009', 'customer_id': 'u_4008468216', 'product_id': '1289329', 'product_price': 10.66, 'create_time': '2023-03-31 10:11:42'}
{'order_id': 'o_59161', 'customer_id': 'u_4008468216', 'product_id': '1583582', 'product_price': 81.39, 'create_time': '2023-08-19 13:07:17'}
{'order_id': 'o_58470', 'customer_id': 'u_4008468216', 'product_id': '1666797', 'product_price': 47.29, 'create_time': '2023-06-04 00:58:20'}
{'order_id': 'o_18915', 'customer_id': 'u_4008468216', 'product_id': '1470973', 'product_price': 46.88, 'create_time': '2023-08-20 11:56:32'}
{'order_id': 'o_28748', 'customer_id': 'u_4008468216', 'product_id': '1716049', 'product_price': 8.5, 'create_time': '2023-02-05 19:37:35'}
{'order_id': 'o_82708', 'customer_id': 'u_4008468216', 'product_id': '1370885', 'product_price': 9.19, 'create_time': '2023-11-09 18:00:36'}
{'order_id': 'o_38797', 'customer_id': 'u_4008468216', 'product_id': '1365094', 'product_price': 9.99, 'create_time': '2023-11-22 17:26:18'}
{'order_id': 'o_19639', 'customer_id': 'u_4008468216', 'product_id': '1531659', 'product_price': 6.99, 'create_time': '2023-09-06 16:25:37'}
{'order_id': 'o_43793', 'customer_id': 'u_4008468216', 'product_id': '1558628', 'product_price': 15.9, 'create_time': '2023-03-25 06:34:05'}
{'order_id': 'o_67061', 'customer_id': 'u_4008468216', 'product_id': '1416384', 'product_price': 9.26, 'create_time': '2023-04-09 00:05:19'}
{'order_id': 'o_21142', 'customer_id': 'u_4008468216', 'product_id': '1525909', 'product_price': 3.22, 'create_time': '2023-11-27 00:38:04'}
{'order_id': 'o_67419', 'customer_id': 'u_4008468216', 'product_id': '1235027', 'product_price': 2.07, 'create_time': '2023-07-18 11:17:42'}
{'order_id': 'o_32331', 'customer_id': 'u_4008468216', 'product_id': '1421158', 'product_price': 14.42, 'create_time': '2023-08-20 14:29:18'}
{'order_id': 'o_96363', 'customer_id': 'u_4008468216', 'product_id': '1654868', 'product_price': 8.79, 'create_time': '2023-05-02 11:57:26'}
{'order_id': 'o_53548', 'customer_id': 'u_4008468216', 'product_id': '1186676', 'product_price': 19.14, 'create_time': '2023-12-05 20:58:08'}
{'order_id': 'o_23716', 'customer_id': 'u_4008468216', 'product_id': '1696918', 'product_price': 14.99, 'create_time': '2023-06-02 11:38:50'}
{'order_id': 'o_31454', 'customer_id': 'u_4008468216', 'product_id': '1236772', 'product_price': 57.76, 'create_time': '2023-10-04 05:53:02'}
{'order_id': 'o_23806', 'customer_id': 'u_4008468216', 'product_id': '1047384', 'product_price': 23.19, 'create_time': '2023-10-24 23:25:45'}
{'order_id': 'o_42938', 'customer_id': 'u_4008468216', 'product_id': '1342472', 'product_price': 37.99, 'create_time': '2023-05-08 12:52:35'}
{'order_id': 'o_74381', 'customer_id': 'u_4008468216', 'product_id': '1622299', 'product_price': 20.99, 'create_time': '2023-02-10 10:41:33'}
{'order_id': 'o_66462', 'customer_id': 'u_4008468216', 'product_id': '1255619', 'product_price': 46.01, 'create_time': '2023-09-10 11:31:02'}
{'order_id': 'o_46071', 'customer_id': 'u_4008468216', 'product_id': '1565294', 'product_price': 8.79, 'create_time': '2023-02-12 15:48:40'}
{'order_id': 'o_56583', 'customer_id': 'u_4008468216', 'product_id': '1662410', 'product_price': 47.76, 'create_time': '2023-04-27 08:07:29'}
{'order_id': 'o_90922', 'customer_id': 'u_4008468216', 'product_id': '944922', 'product_price': 64.79, 'create_time': '2023-12-11 11:43:29'}
{'order_id': 'o_42466', 'customer_id': 'u_4008468216', 'product_id': '1261111', 'product_price': 35.51, 'create_time': '2023-06-20 11:52:55'}
{'order_id': 'o_44566', 'customer_id': 'u_4008468216', 'product_id': '1711130', 'product_price': 20.99, 'create_time': '2023-01-05 07:54:44'}
{'order_id': 'o_63607', 'customer_id': 'u_4008468216', 'product_id': '1250825', 'product_price': 21.58, 'create_time': '2023-08-13 06:20:33'}
{'order_id': 'o_83049', 'customer_id': 'u_4008468216', 'product_id': '1148630', 'product_price': 27.78, 'create_time': '2023-04-04 16:16:35'}
{'order_id': 'o_22591', 'customer_id': 'u_4008468216', 'product_id': '1710627', 'product_price': 36.99, 'create_time': '2023-08-07 23:22:34'}
{'order_id': 'o_12054', 'customer_id': 'u_4008468216', 'product_id': '1164385', 'product_price': 21.02, 'create_time': '2023-10-31 03:47:31'}
{'order_id': 'o_86452', 'customer_id': 'u_4008468216', 'product_id': '1693086', 'product_price': 15.99, 'create_time': '2023-04-29 00:03:09'}
{'order_id': 'o_31244', 'customer_id': 'u_4008468216', 'product_id': '1654942', 'product_price': 20.99, 'create_time': '2023-12-08 03:09:37'}
{'order_id': 'o_75466', 'customer_id': 'u_4008468216', 'product_id': '1130104', 'product_price': 27.82, 'create_time': '2023-04-26 00:29:43'}
{'order_id': 'o_56933', 'customer_id': 'u_4008468216', 'product_id': '1436371', 'product_price': 14.86, 'create_time': '2023-12-30 19:20:01'}
{'order_id': 'o_70997', 'customer_id': 'u_4008468216', 'product_id': '1684199', 'product_price': 39.99, 'create_time': '2023-07-29 21:12:06'}
{'order_id': 'o_19457', 'customer_id': 'u_4008468216', 'product_id': '1582404', 'product_price': 28.87, 'create_time': '2023-05-07 17:25:24'}
{'order_id': 'o_83806', 'customer_id': 'u_4008468216', 'product_id': '1560578', 'product_price': 29.7, 'create_time': '2023-12-06 00:48:40'}
{'order_id': 'o_16230', 'customer_id': 'u_4008468216', 'product_id': '1547885', 'product_price': 20.05, 'create_time': '2023-08-05 01:07:13'}
{'order_id': 'o_28881', 'customer_id': 'u_4008468216', 'product_id': '1658781', 'product_price': 11.99, 'create_time': '2023-04-24 11:38:44'}
{'order_id': 'o_63818', 'customer_id': 'u_4008468216', 'product_id': '1439763', 'product_price': 4.6, 'create_time': '2023-12-12 09:19:44'}
{'order_id': 'o_12085', 'customer_id': 'u_4008468216', 'product_id': '1664120', 'product_price': 23.06, 'create_time': '2023-05-08 02:22:45'}
{'order_id': 'o_83225', 'customer_id': 'u_4008468216', 'product_id': '1290114', 'product_price': 11.19, 'create_time': '2023-04-03 21:32:31'}
{'order_id': 'o_89685', 'customer_id': 'u_4008468216', 'product_id': '1368624', 'product_price': 8.39, 'create_time': '2023-11-01 02:10:41'}
{'order_id': 'o_92404', 'customer_id': 'u_4008468216', 'product_id': '1561187', 'product_price': 27.6, 'create_time': '2023-10-30 05:41:40'}
{'order_id': 'o_34246', 'customer_id': 'u_4008468216', 'product_id': '1645511', 'product_price': 2.59, 'create_time': '2023-10-13 10:45:08'}
{'order_id': 'o_87859', 'customer_id': 'u_4008468216', 'product_id': '1693276', 'product_price': 25.59, 'create_time': '2023-03-10 23:03:47'}
{'order_id': 'o_21636', 'customer_id': 'u_4008468216', 'product_id': '1620766', 'product_price': 31.05, 'create_time': '2023-01-13 10:24:32'}
{'order_id': 'o_87476', 'customer_id': 'u_4008468216', 'product_id': '1143821', 'product_price': 9.99, 'create_time': '2023-06-12 21:54:41'}
{'order_id': 'o_25836', 'customer_id': 'u_4008468216', 'product_id': '1263061', 'product_price': 14.99, 'create_time': '2023-11-12 20:59:19'}
{'order_id': 'o_30485', 'customer_id': 'u_4008468216', 'product_id': '1604897', 'product_price': 10.99, 'create_time': '2023-01-27 17:11:30'}
{'order_id': 'o_10884', 'customer_id': 'u_4008468216', 'product_id': '1146695', 'product_price': 11.98, 'create_time': '2023-12-01 07:48:21'}
{'order_id': 'o_46345', 'customer_id': 'u_4008468216', 'product_id': '1504223', 'product_price': 53.68, 'create_time': '2023-06-21 03:48:27'}
{'order_id': 'o_68512', 'customer_id': 'u_4008468216', 'product_id': '1721567', 'product_price': 32.99, 'create_time': '2023-03-05 09:26:20'}
{'order_id': 'o_54639', 'customer_id': 'u_4008468216', 'product_id': '1196671', 'product_price': 11.26, 'create_time': '2023-09-25 21:49:49'}
{'order_id': 'o_69107', 'customer_id': 'u_4008468216', 'product_id': '1217257', 'product_price': 32.23, 'create_time': '2023-11-15 09:00:01'}
{'order_id': 'o_59742', 'customer_id': 'u_4008468216', 'product_id': '1592711', 'product_price': 28.74, 'create_time': '2023-01-16 20:07:18'}
{'order_id': 'o_51357', 'customer_id': 'u_4008468216', 'product_id': '1464881', 'product_price': 9.99, 'create_time': '2023-09-05 04:40:26'}
{'order_id': 'o_41122', 'customer_id': 'u_4008468216', 'product_id': '1715370', 'product_price': 19.99, 'create_time': '2023-07-21 17:54:19'}
{'order_id': 'o_27562', 'customer_id': 'u_4008468216', 'product_id': '1152555', 'product_price': 13.87, 'create_time': '2023-10-13 00:50:45'}
{'order_id': 'o_39839', 'customer_id': 'u_4008468216', 'product_id': '1203817', 'product_price': 34.07, 'create_time': '2023-11-29 16:50:59'}
{'order_id': 'o_23874', 'customer_id': 'u_4008468216', 'product_id': '1483920', 'product_price': 16.31, 'create_time': '2023-06-02 19:18:31'}
{'order_id': 'o_81768', 'customer_id': 'u_4008468216', 'product_id': '1660920', 'product_price': 40.14, 'create_time': '2023-09-30 01:06:12'}
{'order_id': 'o_86306', 'customer_id': 'u_4008468216', 'product_id': '1233168', 'product_price': 8.23, 'create_time': '2023-09-25 15:54:54'}
{'order_id': 'o_96755', 'customer_id': 'u_4008468216', 'product_id': '1463910', 'product_price': 108.63, 'create_time': '2023-02-17 05:32:56'}
{'order_id': 'o_23327', 'customer_id': 'u_4008468216', 'product_id': '1714531', 'product_price': 9.99, 'create_time': '2023-05-02 10:31:18'}
{'order_id': 'o_94907', 'customer_id': 'u_4008468216', 'product_id': '1279966', 'product_price': 11.22, 'create_time': '2023-05-03 18:20:19'}
{'order_id': 'o_92041', 'customer_id': 'u_4008468216', 'product_id': '1710394', 'product_price': 10.99, 'create_time': '2023-05-02 21:42:52'}
{'order_id': 'o_95153', 'customer_id': 'u_4008468216', 'product_id': '1361078', 'product_price': 31.08, 'create_time': '2023-11-06 12:38:46'}
{'order_id': 'o_42280', 'customer_id': 'u_4008468216', 'product_id': '1252903', 'product_price': 14.36, 'create_time': '2023-08-11 02:00:02'}
{'order_id': 'o_21606', 'customer_id': 'u_4008468216', 'product_id': '1401542', 'product_price': 44.99, 'create_time': '2023-03-11 20:06:55'}
{'order_id': 'o_22264', 'customer_id': 'u_4008468216', 'product_id': '1640047', 'product_price': 23.99, 'create_time': '2023-02-26 06:43:47'}
{'order_id': 'o_32938', 'customer_id': 'u_4008468216', 'product_id': '1279641', 'product_price': 5.64, 'create_time': '2023-03-20 03:29:01'}
{'order_id': 'o_31952', 'customer_id': 'u_4008468216', 'product_id': '1255638', 'product_price': 41.88, 'create_time': '2023-11-19 06:29:51'}
{'order_id': 'o_34019', 'customer_id': 'u_4008468216', 'product_id': '1266459', 'product_price': 13.62, 'create_time': '2023-05-23 15:39:15'}
{'order_id': 'o_91995', 'customer_id': 'u_4008468216', 'product_id': '1371689', 'product_price': 17.29, 'create_time': '2023-09-21 16:50:39'}
{'order_id': 'o_19213', 'customer_id': 'u_4008468216', 'product_id': '1332972', 'product_price': 31.05, 'create_time': '2023-04-10 09:03:19'}
{'order_id': 'o_96029', 'customer_id': 'u_4008468216', 'product_id': '1659514', 'product_price': 20.05, 'create_time': '2023-10-31 12:24:04'}
{'order_id': 'o_79825', 'customer_id': 'u_4008468216', 'product_id': '1105257', 'product_price': 4.87, 'create_time': '2023-08-10 10:06:31'}
{'order_id': 'o_96337', 'customer_id': 'u_4008468216', 'product_id': '1669290', 'product_price': 19.99, 'create_time': '2023-04-24 04:00:51'}
{'order_id': 'o_65703', 'customer_id': 'u_4008468216', 'product_id': '1668923', 'product_price': 49.93, 'create_time': '2023-12-17 03:00:06'}
{'order_id': 'o_44132', 'customer_id': 'u_4008468216', 'product_id': '1580446', 'product_price': 57.38, 'create_time': '2023-02-07 23:32:32'}
{'order_id': 'o_72844', 'customer_id': 'u_4008468216', 'product_id': '1157060', 'product_price': 4.11, 'create_time': '2023-04-04 21:33:47'}
{'order_id': 'o_10496', 'customer_id': 'u_4008468216', 'product_id': '1664974', 'product_price': 23.69, 'create_time': '2023-03-19 17:13:08'}
{'order_id': 'o_38853', 'customer_id': 'u_4008468216', 'product_id': '1723920', 'product_price': 32.99, 'create_time': '2023-12-04 07:36:05'}
{'order_id': 'o_56425', 'customer_id': 'u_3982582614', 'product_id': '1345755', 'product_price': 43.05, 'create_time': '2023-02-23 17:40:35'}
{'order_id': 'o_77176', 'customer_id': 'u_3982582614', 'product_id': '1662632', 'product_price': 64.56, 'create_time': '2023-12-03 16:28:15'}
{'order_id': 'o_29442', 'customer_id': 'u_3982582614', 'product_id': '1188746', 'product_price': 4.76, 'create_time': '2023-08-03 18:33:35'}
{'order_id': 'o_53619', 'customer_id': 'u_3982582614', 'product_id': '1457926', 'product_price': 6.53, 'create_time': '2023-04-17 05:59:33'}
{'order_id': 'o_33419', 'customer_id': 'u_3982582614', 'product_id': '1669206', 'product_price': 15.99, 'create_time': '2023-01-19 06:17:44'}
{'order_id': 'o_70574', 'customer_id': 'u_3982582614', 'product_id': '1712914', 'product_price': 18.99, 'create_time': '2023-03-25 08:45:52'}
{'order_id': 'o_62131', 'customer_id': 'u_3982582614', 'product_id': '1398551', 'product_price': 4.82, 'create_time': '2023-03-26 16:31:53'}
{'order_id': 'o_11863', 'customer_id': 'u_3982582614', 'product_id': '1222824', 'product_price': 16.84, 'create_time': '2023-10-19 17:54:53'}
{'order_id': 'o_80440', 'customer_id': 'u_3982582614', 'product_id': '1531468', 'product_price': 23.63, 'create_time': '2023-08-25 17:15:06'}
{'order_id': 'o_49788', 'customer_id': 'u_3982582614', 'product_id': '1167998', 'product_price': 14.05, 'create_time': '2023-09-13 08:07:03'}
{'order_id': 'o_37448', 'customer_id': 'u_3982582614', 'product_id': '1186102', 'product_price': 34.14, 'create_time': '2023-08-09 16:06:35'}
{'order_id': 'o_66439', 'customer_id': 'u_3982582614', 'product_id': '1720739', 'product_price': 25.99, 'create_time': '2023-02-08 02:10:09'}
{'order_id': 'o_35699', 'customer_id': 'u_3982582614', 'product_id': '1394314', 'product_price': 17.32, 'create_time': '2023-04-08 01:11:10'}
{'order_id': 'o_67637', 'customer_id': 'u_3982582614', 'product_id': '1454214', 'product_price': 10.86, 'create_time': '2023-02-22 05:44:52'}
{'order_id': 'o_76264', 'customer_id': 'u_3982582614', 'product_id': '1455772', 'product_price': 21.99, 'create_time': '2023-03-31 11:34:45'}
{'order_id': 'o_62490', 'customer_id': 'u_3982582614', 'product_id': '1202195', 'product_price': 5.34, 'create_time': '2023-01-04 04:41:06'}
{'order_id': 'o_75060', 'customer_id': 'u_3982582614', 'product_id': '1537687', 'product_price': 54.82, 'create_time': '2023-06-24 18:36:33'}
{'order_id': 'o_54485', 'customer_id': 'u_3982582614', 'product_id': '1157045', 'product_price': 7.65, 'create_time': '2023-10-18 17:52:33'}
{'order_id': 'o_71289', 'customer_id': 'u_3982582614', 'product_id': '1158526', 'product_price': 15.78, 'create_time': '2023-12-25 01:16:42'}
